team1_id,team1_score,team2_id,team2_score,WLoc,num_ot,team1_position,team2_position,team1_seed,team2_seed,strongseed,weakseed,team1_region,team2_region,slot,team1_teamname,team2_teamname,season,host,host_lat,host_long,team1_lat,team1_long,team2_lat,team2_long,team1_coach_id,team1_pt_school_ncaa,team1_pt_overall_ncaa,team1_pt_school_s16,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_overall_ff,team1_pt_career_school_wins,team1_pt_career_school_losses,team1_pt_career_overall_wins,team1_pt_career_overall_losses,team1_pt_team_season_wins,team1_pt_team_season_losses,team1_pt_coach_season_wins,team1_pt_coach_season_losses,team2_coach_id,team2_pt_school_ncaa,team2_pt_overall_ncaa,team2_pt_school_s16,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_overall_ff,team2_pt_career_school_wins,team2_pt_career_school_losses,team2_pt_career_overall_wins,team2_pt_career_overall_losses,team2_pt_team_season_wins,team2_pt_team_season_losses,team2_pt_coach_season_wins,team2_pt_coach_season_losses,team1_ap_final,team1_ap_preseason,team1_coaches_before_final,team1_coaches_preseason,team2_ap_final,team2_ap_preseason,team2_coaches_before_final,team2_coaches_preseason,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_f3grate,team1_oppf3grate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_f3grate,team2_oppf3grate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,team2_tempo,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,team1_rpi,team2_rpi,game_id
1345,72,1112,63,N,0,Y09,Y08,9,8,8,9,Y,Y,R1Y8,Purdue,Arizona,2007,lexington,38.0297,-84.4947,40.428206,-86.914435,32.232071,-110.950769,matt-painter-1,0,1,0,0,0,0,30,30,55,35,21,11,21,11,lute-olson-1,22,27,11,13,4,5,587,189,776,284,20,10,20,10,,,,,,10,,10,51.1475,35.6678,67.7698,7.6395,47.4678,32.7645,69.6746,10.8197,33.4787,33.4666,55.1601,57.5839,0.1193,0.1056,53.2806,34.0594,75.0339,8.4913,49.629,34.9933,68.8482,6.5613,28.5311,37.9857,59.2199,56.7285,0.0858,0.0849,66.3203,67.8662,105.273,107.5194,95.29,92.6621,69.0673,69.057,112.9722,116.083,104.1438,99.7736,0.587,0.616,2007-1345-1112
1356,61,1221,51,N,0,Z04,Z13,4,13,4,13,Z,Z,R1Z4,S Illinois,Holy Cross,2007,columbus,39.9833,-82.9833,37.71921,-89.217618,41.699982,-86.253668,chris-lowery-1,2,2,0,0,0,0,76,25,76,25,27,6,27,6,ralph-willard-1,3,5,0,1,0,0,159,88,303,212,25,8,25,8,14,,15,,,,,,49.7121,36.8687,69.179,10.939,46.1762,34.6939,70.1453,8.3493,36.3081,32.1733,54.5455,51.7774,0.1049,0.1082,46.7122,35.1103,73.3624,11.7591,43.3078,37.6623,70.712,6.4902,31.7201,34.0063,62.7371,60.6707,0.1507,0.0986,60.4149,61.7576,104.3302,106.803,94.4655,89.3695,62.3595,63.3957,101.6805,101.3128,90.7114,93.2123,0.641,0.57,2007-1356-1221
1397,121,1253,86,N,0,X05,X12,5,12,5,12,X,X,R1X5,Tennessee,Long Beach St,2007,buffalo,42.9047,-78.8494,35.955093,-83.929696,33.782752,-118.1123,bruce-pearl-1,1,3,0,1,0,0,44,18,130,56,22,10,22,10,larry-reynolds-1,0,0,0,0,0,0,63,82,107,148,24,7,24,7,22,25,,24,,,,,50.6192,36.4955,65.3012,8.3721,51.6279,34.7639,72.7506,11.4551,40.9506,35.1433,55.6575,55.3355,0.1302,0.0853,50.3284,37.7997,70.5531,6.8966,48.0296,38.2215,72.1667,6.3218,36.7929,34.4809,50.0568,56.988,0.0996,0.0881,73.1636,72.472,107.3875,111.0303,100.6241,96.4224,72.7979,71.9975,110.8599,110.0711,101.3848,104.9319,0.632,0.552,2007-1397-1253
1400,79,1308,67,N,0,W04,W13,4,13,4,13,W,W,R1W4,Texas,New Mexico St,2007,spokane,47.6589,-117.425,30.28473,-97.737277,32.282875,-106.747841,rick-barnes-1,8,14,4,5,1,1,215,85,417,219,24,9,24,9,reggie-theus-1,0,0,0,0,0,0,41,22,41,22,25,8,25,8,15,21,11,19,,,,,47.7058,38.8889,73.6471,14.1219,44.0143,36.0406,68.8752,8.2302,36.582,36.0971,50.5711,54.8998,0.1044,0.0801,50.864,38.9558,65.3234,7.365,49.5908,32.782,70.5563,9.5417,27.228,35.2411,51.8944,50.1214,0.0976,0.0901,69.6149,68.4709,114.5988,118.9737,100.2649,99.5146,72.1637,70.5525,107.3311,105.9771,99.731,99.2525,0.598,0.559,2007-1400-1308
1424,67,1210,63,N,0,Y07,Y10,7,10,7,10,Y,Y,R1Y7,UNLV,Georgia Tech,2007,new_orleans,29.9667,-90.05,36.106994,-115.141153,33.773732,-84.396019,lon-kruger-1,0,9,0,2,0,1,62,33,380,266,28,6,28,6,paul-hewitt-1,3,4,1,1,1,1,127,94,193,121,20,11,20,11,25,,18,,,23,,21,49.0829,35.9435,71.4685,14.4036,46.9617,34.2466,70.4185,6.8966,36.3679,33.0151,55.9536,48.7662,0.1169,0.0766,53.6158,37.2222,68.0982,10.392,49.7721,33.0579,70.3851,7.0124,28.2871,35.5464,52.5134,60.3217,0.14,0.0992,66.7999,66.0483,110.652,109.7692,98.5497,95.8036,70.2111,68.341,111.526,114.6063,98.3728,97.8205,0.636,0.576,2007-1424-1210
1425,77,1116,60,N,0,W05,W12,5,12,5,12,W,W,R1W5,USC,Arkansas,2007,spokane,47.6589,-117.425,34.021058,-118.283858,36.06153,-94.178214,tim-floyd-1,0,5,0,1,0,0,40,24,282,155,23,11,23,11,stan-heath-1,1,2,0,1,0,0,82,70,112,76,21,13,21,13,,,25,,,,,,50.4437,39.5038,71.5019,10.7246,43.6232,30.9912,70.3759,7.0307,26.3449,36.61,49.8943,50.0589,0.0809,0.0864,51.5806,34.584,70.274,16.6667,45.3243,32.9429,70,9.0208,32.0942,33.997,59.1373,52.5424,0.1011,0.1129,67.268,67.7752,104.4746,109.0495,95.0371,96.3581,67.6927,67.3636,105.1796,107.4707,96.9412,93.1209,0.588,0.587,2007-1425-1116
1438,84,1107,57,N,0,X04,X13,4,13,4,13,X,X,R1X4,Virginia,Albany NY,2007,buffalo,42.9047,-78.8494,38.036545,-78.502597,42.686917,-73.825014,dave-leitao-1,0,1,0,0,0,0,35,25,115,94,20,10,20,10,will-brown-2,1,1,0,0,0,0,76,92,76,92,23,9,23,9,,,,,,,,,48.0287,36.6812,74.5149,8.3263,44.2389,35.1351,70.5972,10.3047,38.1032,35.903,50.5076,57.8947,0.0655,0.0678,49.566,37.2131,72.1934,7.3345,48.4794,34.8432,71.2074,11.3715,34.6198,33.9243,54.6366,53.504,0.0902,0.0949,70.5389,69.0223,108.9795,109.6875,101.8036,97.9833,63.6032,64.9469,106.8329,105.8143,100.6185,101.1034,0.577,0.549,2007-1438-1107
1439,54,1228,52,N,0,Z05,Z12,5,12,5,12,Z,Z,R1Z5,Virginia Tech,Illinois,2007,columbus,39.9833,-82.9833,37.237477,-80.434849,39.730827,-90.246256,seth-greenberg-1,0,2,0,0,0,0,66,55,279,225,21,11,21,11,bruce-weber-1,3,5,2,3,1,1,112,27,215,81,23,11,23,11,,,,,,,,,49.8567,36.3636,66.156,13.1047,45.7344,35.2848,65.6878,6.3037,23.5068,35.7264,49.8826,48.9906,0.1259,0.0694,48.2002,34.877,62.3529,8.7533,44.2971,32.2689,69.4491,9.8332,37.7596,34.4728,61.7722,54.9784,0.0936,0.0859,65.591,64.4347,108.6478,110.0334,98.4021,95.5252,62.407,62.8191,102.9468,103.1107,91.5168,88.964,0.595,0.584,2007-1439-1228
1457,74,1323,64,N,0,Y11,Y06,11,6,6,11,Y,Y,R1Y6,Winthrop,Notre Dame,2007,lexington,38.0297,-84.4947,34.93851,-81.028663,41.616717,-86.289848,gregg-marshall-1,6,6,0,0,0,0,193,82,193,82,28,4,28,4,mike-brey-1,3,5,1,1,0,0,142,77,241,129,24,7,24,7,24,,21,,20,,17,,55.1181,35.4839,62.867,10.7212,47.1735,31.9605,66.1017,7.9724,40.1649,37.1709,61.8454,51.3274,0.1087,0.0973,50.2591,39.0476,74.3119,8.6275,45.4118,33.9934,68.7285,10.19,38.8273,32.2169,63.5213,58.2166,0.1201,0.093,66.4812,63.134,111.1078,111.9561,94.3566,97.8227,70.406,71.0797,115.5459,117.3749,96.4174,98.6231,0.569,0.589,2007-1457-1323
1458,76,1394,63,N,0,Y02,Y15,2,15,2,15,Y,Y,R1Y2,Wisconsin,TAM C. Christi,2007,new_orleans,29.9667,-90.05,43.073858,-89.405356,27.718601,-97.331933,bo-ryan-1,5,5,2,2,0,0,141,54,171,81,29,5,29,5,ronnie-arrow-1,0,2,0,0,0,0,95,48,209,141,26,6,26,6,3,9,7,9,,,,,50.9697,35.2349,68.8312,8.6754,43.9194,34.4178,65.7795,8.0683,31.618,31.1467,56.1707,49.0885,0.0875,0.0875,56.4448,40.5896,71.831,8.349,48.8743,34.9398,71.205,7.4979,27.0885,38.3815,65.2532,56.0425,0.1068,0.1096,63.1195,64.2519,110.9032,112.6304,90.6829,89.3678,69.5312,68.9389,114.0053,112.1727,101.1652,104.8191,0.642,0.621,2007-1458-1394
1139,62,1268,59,N,0,Y05,Y04,5,4,4,5,Y,Y,R2Y4,Butler,Maryland,2007,columbus,39.9833,-82.9833,39.840662,-86.171791,38.988607,-76.939704,todd-lickliter-1,1,1,1,1,0,0,129,60,129,60,27,6,27,6,gary-williams-1,11,14,7,9,2,2,377,199,584,327,24,8,24,8,19,,19,,17,,22,,49.5402,37.0773,75.5556,5.959,44.1341,33.0798,68.6854,11.1494,48.7633,32.875,56.2331,50.3086,0.0896,0.0584,50.8864,38.5069,69.5044,16.1918,42.9465,30.236,69.375,8.6014,25.0492,32.0265,60.4531,48.1166,0.1013,0.1097,58.5827,59.3015,115.084,115.3393,94.9123,97.2398,73.5194,72.9291,107.8924,109.9813,91.7181,90.3123,0.605,0.616,2007-1139-1268
1207,62,1130,55,N,0,W02,W07,2,7,2,7,W,W,R2W2,Georgetown,Boston College,2007,winstonsalem,36.1028,-80.2605,38.908809,-77.073463,42.337688,-71.171488,john-thompson-2,1,3,1,1,0,0,68,29,136,71,26,6,26,6,al-skinner-1,5,7,1,1,0,0,195,119,333,245,20,11,20,11,9,8,8,8,,15,,15,57.7666,37.0079,70.9581,15.6716,43.2007,30.3155,71.0145,7.1369,34.7755,37.6744,59.1549,54.4474,0.0866,0.1128,53.7885,34.8754,72.4399,13.1044,48.9839,32.9247,69.7342,9.4921,31.8775,28.5786,57.1259,52.3112,0.0859,0.1042,59.7152,60.2223,115.3203,118.5962,95.3494,92.4556,66.2363,64.7544,111.8666,114.0357,104.7293,100.7944,0.646,0.594,2007-1207-1130
1314,81,1277,67,N,0,W01,W09,1,9,1,9,W,W,R2W1,North Carolina,Michigan St,2007,winstonsalem,36.1028,-80.2605,35.912165,-79.050969,42.72476,-84.473639,roy-williams-1,3,17,1,10,1,5,103,29,521,130,28,6,28,6,tom-izzo-1,9,9,6,6,4,4,277,120,277,120,22,11,22,11,8,2,4,2,,,,,54.6067,35.7737,71.1702,11.0045,45.2975,33.7317,66.5635,8.5955,25.2415,32.513,58.9722,53.2225,0.1101,0.1012,50.6494,37.6033,71.8331,14.8488,42.1632,32.263,67.7761,9.5779,28.2051,37.4785,69.3548,57.377,0.0844,0.1018,73.9268,72.9832,116.3077,118.0858,91.9683,90.4833,60.9428,62.1139,106.9186,108.8565,93.2542,91.5064,0.66,0.602,2007-1314-1277
1326,78,1462,71,N,1,X01,X09,1,9,1,9,X,X,R2X1,Ohio St,Xavier,2007,new_orleans,29.9667,-90.05,39.998389,-83.009001,39.149291,-84.477648,thad-matta-1,1,5,0,1,0,0,76,21,178,52,30,3,30,3,sean-miller-1,1,1,0,0,0,0,62,31,62,31,24,8,24,8,1,7,1,4,,,,,53.5354,36.1006,70.2635,15.5,44.5,33.6134,68.53,6.9264,36.4512,37.3041,56.6569,54.0421,0.1043,0.0761,52.968,39.0421,74.144,9.2535,48.7558,31.5372,67.5627,9.2237,38.6211,32.916,59.8351,53.8741,0.0845,0.0828,65.1462,65.3922,113.2083,116.5324,92.4443,89.683,66.2082,67.4587,115.3751,115.0832,98.0711,98.2368,0.68,0.595,2007-1326-1462
1338,84,1433,79,N,1,Z03,Z11,3,11,3,11,Z,Z,R2Z3,Pittsburgh,VA Commonwealth,2007,buffalo,42.9047,-78.8494,40.444502,-79.954692,37.547631,-77.453597,jamie-dixon-1,3,3,1,1,0,0,103,29,103,29,27,7,27,7,anthony-grant-2,0,0,0,0,0,0,27,6,27,6,27,6,27,6,13,4,10,5,,,,,50.9749,38.2304,66.1224,10.0681,45.95,30.9117,72.7417,7.5209,29.4349,34.7009,67.3257,54.0049,0.0822,0.0801,48.2379,40.0657,72.7729,8.6601,49.8366,35.6021,69.0476,8.5169,30.898,31.8865,52.7192,49.6314,0.1213,0.08,62.7363,62.916,112.2623,115.1422,98.3468,94.6952,65.148,66.0062,114.1977,114.0138,98.8404,100.6247,0.648,0.584,2007-1338-1433
1401,72,1257,69,N,0,X03,X06,3,6,3,6,X,X,R2X3,Texas A&M,Louisville,2007,spokane,47.6589,-117.425,30.596291,-96.306732,38.215752,-85.758843,billy-gillispie-1,1,2,0,0,0,0,68,25,98,57,25,6,25,6,rick-pitino-1,3,11,1,7,1,5,141,57,495,185,23,9,23,9,7,13,9,13,12,,16,,52.7799,42.1569,71.5803,9.5113,42.0593,29.3663,70.7849,7.6161,27.9759,36.0848,65.0881,55.8036,0.0996,0.0719,49.9133,33.2418,68.4286,11.841,43.8202,32.7338,66.5385,9.0121,38.6823,32.4577,58.6797,56.4586,0.1119,0.0872,65.7306,65.6165,114.7877,116.8243,89.4533,92.5218,65.9591,64.9272,107.075,111.0924,95.0868,92.7246,0.621,0.588,2007-1401-1257
1417,54,1231,49,N,0,Z02,Z07,2,7,2,7,Z,Z,R2Z2,UCLA,Indiana,2007,sacramento,38.5556,-121.4689,34.068892,-118.443901,39.166383,-86.526904,ben-howland-1,2,5,1,3,1,1,87,40,253,141,26,5,26,5,kelvin-sampson-1,0,12,0,3,0,1,20,10,402,222,20,10,20,10,4,6,6,6,,,,,52.473,37.084,66.7195,8.2886,45.7406,35.0806,69.9816,7.8825,32.7792,27.5709,55.0931,55.0649,0.1133,0.0797,48.5375,38.1241,70.9784,12.3656,45.7885,31.4655,70.9589,8.7751,37.6638,29.3671,54.1507,49.4673,0.1003,0.0935,64.4495,64.2998,111.1692,113.0406,93.7731,91.944,64.0529,65.5965,110.2021,113.8082,96.8049,95.9176,0.664,0.587,2007-1417-1231
1435,78,1450,74,N,2,W06,W03,6,3,3,6,W,W,R2W3,Vanderbilt,Washington St,2007,sacramento,38.5556,-121.4689,36.14443,-86.804875,46.730448,-117.158168,kevin-stallings-1,1,3,1,1,0,0,142,107,265,170,20,11,20,11,tony-bennett-1,0,0,0,0,0,0,25,7,25,7,25,7,25,7,,,,,11,,13,,51.0483,37.2716,73.1079,7.2925,50.0419,34.3885,70.084,10.0273,42.805,36.8114,63.7413,53.4689,0.1071,0.0927,50.3597,37.1917,71.6695,13.549,44.3182,33.1148,68.4746,6.6347,29.64,34.7777,57.1429,45.9803,0.1056,0.0729,68.4077,67.4717,109.4825,112.9542,103.0196,100.5202,61.3806,60.849,106.2136,108.6062,94.4345,92.6656,0.591,0.594,2007-1435-1450
1196,74,1345,67,N,0,Y01,Y09,1,9,1,9,Y,Y,R2Y1,Florida,Purdue,2007,lexington,38.0297,-84.4947,29.638248,-82.361195,40.428206,-86.914435,billy-donovan-1,8,8,3,3,2,2,255,103,290,123,29,5,29,5,matt-painter-1,0,1,0,0,0,0,30,30,55,35,21,11,21,11,6,1,3,1,,,,,58.7234,40.8528,69.239,12.2707,46.2998,28.5319,66.0407,6.9504,34.0197,31.3504,54.7556,45.7356,0.0988,0.1066,51.1475,35.6678,67.7698,7.6395,47.4678,32.7645,69.6746,10.8197,33.4787,33.4666,55.1601,57.5839,0.1193,0.1056,67.1577,66.382,117.7637,118.3834,91.5113,92.6925,66.3203,67.8662,105.273,107.5194,95.29,92.6621,0.664,0.587,2007-1196-1345
1242,88,1246,76,N,0,Z01,Z08,1,8,1,8,Z,Z,R2Z1,Kansas,Kentucky,2007,chicago,41.8369,-87.6847,38.957351,-95.24587,38.028081,-84.510698,bill-self-1,3,8,1,4,0,0,102,28,309,133,30,4,30,4,tubby-smith-1,9,13,6,9,1,1,262,82,386,144,21,11,21,11,2,3,2,3,,22,,22,52.8063,39.5548,65.9679,18.1818,41.02,31.8008,67.0799,6.9403,26.0598,36.6573,58.8608,52.6119,0.131,0.0977,54.1051,35.4839,70.2899,12.5687,45.7973,33.4204,64.7887,8.9491,34.8315,37.5674,60.3371,52.5626,0.0864,0.102,69.4864,69.5965,111.5648,112.3509,86.6246,87.4378,67.864,67.4653,107.6178,113.314,98.5585,94.743,0.638,0.626,2007-1242-1246
1272,78,1305,62,N,0,X02,X07,2,7,2,7,X,X,R2X2,Memphis,Nevada,2007,chicago,41.8369,-87.6847,35.115864,-89.993508,39.552523,-119.82526,john-calipari-1,3,8,1,4,0,1,178,62,371,133,30,3,30,3,mark-fox-1,2,2,0,0,0,0,80,17,80,17,28,4,28,4,5,14,5,14,10,24,13,25,51.2011,35.101,62.1196,15.2602,42.4051,31.3253,68.0328,9.6088,35.2157,29.0065,52.4414,50.0637,0.132,0.0807,51.929,40.5316,75.89,9.9859,44.8664,31.3793,72.1541,6.713,31.7176,28.971,59.4329,53.4146,0.0783,0.0868,70.7827,69.4387,112.5087,112.6549,88.0453,90.2784,67.4293,67.1924,114.471,116.189,99.0928,100.9284,0.645,0.603,2007-1272-1305
1332,75,1457,61,N,0,Y03,Y11,3,11,3,11,Y,Y,R2Y3,Oregon,Winthrop,2007,lexington,38.0297,-84.4947,44.044515,-123.07398,34.93851,-81.028663,ernie-kent-1,3,4,1,1,0,0,190,119,280,199,26,7,26,7,gregg-marshall-1,6,6,0,0,0,0,193,82,193,82,28,4,28,4,16,,12,,24,,21,,49.6759,39.019,76.0745,5.4054,50.1826,31.5864,68.5185,12.2366,42.0929,34.0241,53.271,50.1099,0.102,0.0848,55.1181,35.4839,62.867,10.7212,47.1735,31.9605,66.1017,7.9724,40.1649,37.1709,61.8454,51.3274,0.1087,0.0973,67.2739,66.9999,112.6453,115.7993,97.8219,97.5042,66.4812,63.134,111.1078,111.9561,94.3566,97.8227,0.619,0.569,2007-1332-1457
1356,63,1439,48,N,0,Z04,Z05,4,5,4,5,Z,Z,R2Z4,S Illinois,Virginia Tech,2007,columbus,39.9833,-82.9833,37.71921,-89.217618,37.237477,-80.434849,chris-lowery-1,2,2,0,0,0,0,76,25,76,25,27,6,27,6,seth-greenberg-1,0,2,0,0,0,0,66,55,279,225,21,11,21,11,14,,15,,,,,,49.7121,36.8687,69.179,10.939,46.1762,34.6939,70.1453,8.3493,36.3081,32.1733,54.5455,51.7774,0.1049,0.1082,49.8567,36.3636,66.156,13.1047,45.7344,35.2848,65.6878,6.3037,23.5068,35.7264,49.8826,48.9906,0.1259,0.0694,60.4149,61.7576,104.3302,106.803,94.4655,89.3695,65.591,64.4347,108.6478,110.0334,98.4021,95.5252,0.641,0.595,2007-1356-1439
1397,77,1438,74,N,0,X05,X04,5,4,4,5,X,X,R2X4,Tennessee,Virginia,2007,buffalo,42.9047,-78.8494,35.955093,-83.929696,38.036545,-78.502597,bruce-pearl-1,1,3,0,1,0,0,44,18,130,56,22,10,22,10,dave-leitao-1,0,1,0,0,0,0,35,25,115,94,20,10,20,10,22,25,,24,,,,,50.6192,36.4955,65.3012,8.3721,51.6279,34.7639,72.7506,11.4551,40.9506,35.1433,55.6575,55.3355,0.1302,0.0853,48.0287,36.6812,74.5149,8.3263,44.2389,35.1351,70.5972,10.3047,38.1032,35.903,50.5076,57.8947,0.0655,0.0678,73.1636,72.472,107.3875,111.0303,100.6241,96.4224,70.5389,69.0223,108.9795,109.6875,101.8036,97.9833,0.632,0.577,2007-1397-1438
1424,74,1458,68,N,0,Y07,Y02,7,2,2,7,Y,Y,R2Y2,UNLV,Wisconsin,2007,new_orleans,29.9667,-90.05,36.106994,-115.141153,43.073858,-89.405356,lon-kruger-1,0,9,0,2,0,1,62,33,380,266,28,6,28,6,bo-ryan-1,5,5,2,2,0,0,141,54,171,81,29,5,29,5,25,,18,,3,9,7,9,49.0829,35.9435,71.4685,14.4036,46.9617,34.2466,70.4185,6.8966,36.3679,33.0151,55.9536,48.7662,0.1169,0.0766,50.9697,35.2349,68.8312,8.6754,43.9194,34.4178,65.7795,8.0683,31.618,31.1467,56.1707,49.0885,0.0875,0.0875,66.7999,66.0483,110.652,109.7692,98.5497,95.8036,63.1195,64.2519,110.9032,112.6304,90.6829,89.3678,0.636,0.642,2007-1424-1458
1425,87,1400,68,N,0,W05,W04,5,4,4,5,W,W,R2W4,USC,Texas,2007,spokane,47.6589,-117.425,34.021058,-118.283858,30.28473,-97.737277,tim-floyd-1,0,5,0,1,0,0,40,24,282,155,23,11,23,11,rick-barnes-1,8,14,4,5,1,1,215,85,417,219,24,9,24,9,,,25,,15,21,11,19,50.4437,39.5038,71.5019,10.7246,43.6232,30.9912,70.3759,7.0307,26.3449,36.61,49.8943,50.0589,0.0809,0.0864,47.7058,38.8889,73.6471,14.1219,44.0143,36.0406,68.8752,8.2302,36.582,36.0971,50.5711,54.8998,0.1044,0.0801,67.268,67.7752,104.4746,109.0495,95.0371,96.3581,69.6149,68.4709,114.5988,118.9737,100.2649,99.5146,0.588,0.598,2007-1425-1400
1242,61,1356,58,N,0,Z01,Z04,1,4,1,4,Z,Z,R3Z1,Kansas,S Illinois,2007,san_jose,37.3382,-121.8863,38.957351,-95.24587,37.71921,-89.217618,bill-self-1,3,8,1,4,0,0,102,28,309,133,30,4,30,4,chris-lowery-1,2,2,0,0,0,0,76,25,76,25,27,6,27,6,2,3,2,3,14,,15,,52.8063,39.5548,65.9679,18.1818,41.02,31.8008,67.0799,6.9403,26.0598,36.6573,58.8608,52.6119,0.131,0.0977,49.7121,36.8687,69.179,10.939,46.1762,34.6939,70.1453,8.3493,36.3081,32.1733,54.5455,51.7774,0.1049,0.1082,69.4864,69.5965,111.5648,112.3509,86.6246,87.4378,60.4149,61.7576,104.3302,106.803,94.4655,89.3695,0.638,0.641,2007-1242-1356
1272,65,1401,64,N,0,X02,X03,2,3,2,3,X,X,R3X2,Memphis,Texas A&M,2007,st_louis,38.6272,-90.1978,35.115864,-89.993508,30.596291,-96.306732,john-calipari-1,3,8,1,4,0,1,178,62,371,133,30,3,30,3,billy-gillispie-1,1,2,0,0,0,0,68,25,98,57,25,6,25,6,5,14,5,14,7,13,9,13,51.2011,35.101,62.1196,15.2602,42.4051,31.3253,68.0328,9.6088,35.2157,29.0065,52.4414,50.0637,0.132,0.0807,52.7799,42.1569,71.5803,9.5113,42.0593,29.3663,70.7849,7.6161,27.9759,36.0848,65.0881,55.8036,0.0996,0.0719,70.7827,69.4387,112.5087,112.6549,88.0453,90.2784,65.7306,65.6165,114.7877,116.8243,89.4533,92.5218,0.645,0.621,2007-1272-1401
1326,85,1397,84,N,0,X01,X05,1,5,1,5,X,X,R3X1,Ohio St,Tennessee,2007,st_louis,38.6272,-90.1978,39.998389,-83.009001,35.955093,-83.929696,thad-matta-1,1,5,0,1,0,0,76,21,178,52,30,3,30,3,bruce-pearl-1,1,3,0,1,0,0,44,18,130,56,22,10,22,10,1,7,1,4,22,25,,24,53.5354,36.1006,70.2635,15.5,44.5,33.6134,68.53,6.9264,36.4512,37.3041,56.6569,54.0421,0.1043,0.0761,50.6192,36.4955,65.3012,8.3721,51.6279,34.7639,72.7506,11.4551,40.9506,35.1433,55.6575,55.3355,0.1302,0.0853,65.1462,65.3922,113.2083,116.5324,92.4443,89.683,73.1636,72.472,107.3875,111.0303,100.6241,96.4224,0.68,0.632,2007-1326-1397
1417,64,1338,55,N,0,Z02,Z03,2,3,2,3,Z,Z,R3Z2,UCLA,Pittsburgh,2007,san_jose,37.3382,-121.8863,34.068892,-118.443901,40.444502,-79.954692,ben-howland-1,2,5,1,3,1,1,87,40,253,141,26,5,26,5,jamie-dixon-1,3,3,1,1,0,0,103,29,103,29,27,7,27,7,4,6,6,6,13,4,10,5,52.473,37.084,66.7195,8.2886,45.7406,35.0806,69.9816,7.8825,32.7792,27.5709,55.0931,55.0649,0.1133,0.0797,50.9749,38.2304,66.1224,10.0681,45.95,30.9117,72.7417,7.5209,29.4349,34.7009,67.3257,54.0049,0.0822,0.0801,64.4495,64.2998,111.1692,113.0406,93.7731,91.944,62.7363,62.916,112.2623,115.1422,98.3468,94.6952,0.664,0.648,2007-1417-1338
1196,65,1139,57,N,0,Y01,Y05,1,5,1,5,Y,Y,R3Y1,Florida,Butler,2007,san_antonio,29.4167,-98.5,29.638248,-82.361195,39.840662,-86.171791,billy-donovan-1,8,8,3,3,2,2,255,103,290,123,29,5,29,5,todd-lickliter-1,1,1,1,1,0,0,129,60,129,60,27,6,27,6,6,1,3,1,19,,19,,58.7234,40.8528,69.239,12.2707,46.2998,28.5319,66.0407,6.9504,34.0197,31.3504,54.7556,45.7356,0.0988,0.1066,49.5402,37.0773,75.5556,5.959,44.1341,33.0798,68.6854,11.1494,48.7633,32.875,56.2331,50.3086,0.0896,0.0584,67.1577,66.382,117.7637,118.3834,91.5113,92.6925,58.5827,59.3015,115.084,115.3393,94.9123,97.2398,0.664,0.605,2007-1196-1139
1207,66,1435,65,N,0,W02,W06,2,6,2,6,W,W,R3W2,Georgetown,Vanderbilt,2007,east_rutherford,40.8171,-74.085,38.908809,-77.073463,36.14443,-86.804875,john-thompson-2,1,3,1,1,0,0,68,29,136,71,26,6,26,6,kevin-stallings-1,1,3,1,1,0,0,142,107,265,170,20,11,20,11,9,8,8,8,,,,,57.7666,37.0079,70.9581,15.6716,43.2007,30.3155,71.0145,7.1369,34.7755,37.6744,59.1549,54.4474,0.0866,0.1128,51.0483,37.2716,73.1079,7.2925,50.0419,34.3885,70.084,10.0273,42.805,36.8114,63.7413,53.4689,0.1071,0.0927,59.7152,60.2223,115.3203,118.5962,95.3494,92.4556,68.4077,67.4717,109.4825,112.9542,103.0196,100.5202,0.646,0.591,2007-1207-1435
1314,74,1425,64,N,0,W01,W05,1,5,1,5,W,W,R3W1,North Carolina,USC,2007,east_rutherford,40.8171,-74.085,35.912165,-79.050969,34.021058,-118.283858,roy-williams-1,3,17,1,10,1,5,103,29,521,130,28,6,28,6,tim-floyd-1,0,5,0,1,0,0,40,24,282,155,23,11,23,11,8,2,4,2,,,25,,54.6067,35.7737,71.1702,11.0045,45.2975,33.7317,66.5635,8.5955,25.2415,32.513,58.9722,53.2225,0.1101,0.1012,50.4437,39.5038,71.5019,10.7246,43.6232,30.9912,70.3759,7.0307,26.3449,36.61,49.8943,50.0589,0.0809,0.0864,73.9268,72.9832,116.3077,118.0858,91.9683,90.4833,67.268,67.7752,104.4746,109.0495,95.0371,96.3581,0.66,0.588,2007-1314-1425
